code,iata,city,alias
NCY,NCY,Annecy,
NDA,NDA,Bandanaira,
NDB,NDB,Nouadhibou,
NDC,NDC,Nanded,
NDD,NDD,Sumbe,
NDE,NDE,Mandera,
NDF,NDF,Ndalatandos,
NDG,NDG,Qiqihar,
NDI,NDI,Namudi,
NDJ,NDJ,Ndjamena,
NDK,NDK,Namdrik Island,
NDL,NDL,Ndele,
NDM,NDM,Mendi,
NDN,NDN,Nadunumu,
NDO,NDO,La Palma Del Condado,
NDP,NDP,"Pensacola, FL",
NDR,NDR,Nador,
NDS,NDS,Sandstone,
NDU,NDU,Rundu,
NDV,NDV,Anacostia,
NDY,NDY,Sanday,
NDZ,NDZ,Nordholz-Spieka,
NEA,NEA,Glynco,
NEC,NEC,Necochea,
NEF,NEF,Neftekamsk,
NEG,NEG,Negril,
NEJ,NEJ,Nejjo,
NEK,NEK,Nekemt,
NEL,NEL,Lakehurst,
NEN,NEN,Whitehouse,
NES,NES,New York,
NET,NET,New Bight,
NEU,NEU,Sam Neua,
NEV,NEV,Nevis,
NEW,NEW,New Orleans,
NFB,NFB,Mt Clemens,
NFG,NFG,Nefteyugansk,
NFL,NFL,Fallon,
NFR,NFR,Nafoora,
NGA,NGA,Young,
NGB,NGB,Ningbo,
NGC,NGC,Grand Canyon,
NGD,NGD,Anegada,
NGE,NGE,Ngaoundere,
NGI,NGI,Ngau Island,
NGL,NGL,Ngala,
NGM,NGM,Agana,
NGN,NGN,Nargana,
NGP,NGP,Corpus Christi,
NGR,NGR,Ningerum,
NGS,NGS,Nagasaki,
NGU,NGU,Norfolk,
NGV,NGV,Ngiva,
NGW,NGW,Corpus Christi,
NGX,NGX,Manang,
NGZ,NGZ,Alameda,
NHA,NHA,Nha Trang,
NHD,NHD,Minhad AB,
NHF,NHF,New Halfa,
NHK,NHK,Patuxent River,
NHS,NHS,Nushki,
NHT,NHT,Northolt,
NHV,NHV,Nuku Hiva,
NHX,NHX,Foley,
NHZ,NHZ,Brunswick,
NIA,NIA,Nimba,
NIB,NIB,Nikolai,
NIC,NIC,Nicosia,
NIE,NIE,Niblack,
NIF,NIF,Nifty,
NIG,NIG,Nikunau,
NIK,NIK,Niokolo Koba,
NIM,NIM,Niamey,
NIN,NIN,Ninilchik,
NIO,NIO,Nioki,
NIP,NIP,Jacksonville,
NIR,NIR,Beeville,
NIS,NIS,Simberi Island,
NIT,NIT,Niort,
NIX,NIX,Nioro,
NJA,NJA,Atsugi,
NJK,NJK,"El Centro, CA",
NKA,NKA,Nkan,
NKB,NKB,Noonkanbah,
NKC,NKC,Nouakchott,
NKD,NKD,Sinak,
NKG,NKG,Nanking/nanjing,
NKI,NKI,Naukiti,
NKL,NKL,Nkolo,
NKM,NKM,Nagoya,
NKN,NKN,Nankina,
NKO,NKO,Ankokoambo,
NKS,NKS,Nkongsamba,
NKU,NKU,Nkaus,
NKV,NKV,"Nichen Cove, AK",
NKX,NKX,San Diego,
NKY,NKY,Nkayi,
NLA,NLA,Ndola,
NLC,NLC,"Lemoore, CA",
NLD,NLD,Nuevo Laredo,
NLE,NLE,Niles,
NLF,NLF,Darnley Island,
NLG,NLG,Nelson Lagoon,
NLK,NLK,Norfolk Island,
NLL,NLL,Nullagine,
NLP,NLP,Nelspruit,
NLS,NLS,Nicholson,
NLU,NLU,Santa Lucia,
NLV,NLV,Nikolaev,
NMB,NMB,Daman,
NME,NME,Nightmute,
NMG,NMG,San Miguel,
NMN,NMN,Nomane,
NMP,NMP,New Moon,
NMR,NMR,Nappa Merry,
NMS,NMS,Namsang,
NMT,NMT,Namtu,
NMU,NMU,Namu,
NNA,NNA,Kenitra,
NNB,NNB,Santa Ana,
NND,NND,Nangade,
NNG,NNG,Nanning,
NNI,NNI,Namutoni,
NNK,NNK,Naknek,
NNL,NNL,Nondalton,
NNR,NNR,Spiddal,
NNT,NNT,Nan,
NNU,NNU,Nanuque,
NNX,NNX,Nunukan,
NNY,NNY,Nanyang,
NOA,NOA,Nowra,
NOB,NOB,Nosara Beach,
NOC,NOC,Knock,
NOD,NOD,Norden,
NOE,NOE,Norddeich,
NOG,NOG,Nogales,
NOH,NOH,Chicago,
NOI,NOI,Novorossijsk,
NOK,NOK,Nova Xavantina,
NOL,NOL,Nakolik River,
NOM,NOM,Nomad River,
NON,NON,Rotima,
NOO,NOO,Naoro,
NOR,NOR,Nordfjordur,
NOS,NOS,Nossi-Be,
NOT,NOT,Novato,
NOU,NOU,Noumea,
NOV,NOV,Huambo,
NPA,NPA,Pensacola,
NPE,NPE,Napier-Hastings,
NPG,NPG,Nipa,
NPH,NPH,Nephi,
NPL,NPL,New Plymouth,
NPO,NPO,Nangapinoh,
NPP,NPP,Napperby,
NPT,NPT,Newport,
NPU,NPU,San Pedro Uraba,
NQA,NQA,"Millington, TN",
NQI,NQI,Kingsville,
NQL,NQL,Niquelandia,
NQN,NQN,Neuquen,
NQT,NQT,Nottingham,
NQU,NQU,Nuqui,
NQX,NQX,Key West,
NQY,NQY,Newquay,
NRA,NRA,Narrandera,
NRB,NRB,Mayport,
NRC,NRC,Crows Landing,
NRD,NRD,Norderney,
NRE,NRE,Namrole,
NRG,NRG,Narrogin,
NRI,NRI,Shangri-la,
NRK,NRK,Norrkoping,
NRL,NRL,North Ronaldsay,
NRM,NRM,Nara,
NRN,NRN,Dusseldorf,
NRR,NRR,Roosevelt Roads,
NRS,NRS,Imperial Beach,
NRT,NRT,Tokyo,
NRV,NRV,Guam,
NRY,NRY,Newry,
NSA,NSA,Noosa,
NSB,NSB,Bimini,
NSE,NSE,Milton,
NSF,NSF,Camp Springs,
NSH,NSH,Now Shahr,
NSI,NSI,Yaounde,
NSM,NSM,Norseman,
NSN,NSN,Nelson,
NSO,NSO,Scone,
NSP,NSP,Sangley Point,
NST,NST,Nakhon Si Thammarat,
NSV,NSV,Noosaville,
NSX,NSX,N. Sound/Virgin Gorda,
NSY,NSY,Tokat,
NTA,NTA,Natadola,
NTB,NTB,Notodden,
NTC,NTC,Santa Carolina,
NTD,NTD,"Port Hueneme, CA",
NTE,NTE,Nantes,
NTG,NTG,Nantong,
NTI,NTI,Bintuni,
NTJ,NTJ,Manti,
NTL,NTL,Newcastle,
NTM,NTM,Miracema Do Norte,
NTN,NTN,Normanton,
NTO,NTO,Santo Antao,
NTQ,NTQ,Wajima,
NTR,NTR,Tuxtla Gutierrez,
NTT,NTT,Niuatoputapu,
NTU,NTU,Oceana,
NTX,NTX,Natuna Ranai,
NTY,NTY,Sun City,
NUB,NUB,Numbulwar,
NUD,NUD,En Nahud,
NUF,NUF,Hatton,
NUG,NUG,Nuguria,
NUH,NUH,Nunchia,
NUI,NUI,Nuiqsut,
NUJ,NUJ,Nojeh,
NUK,NUK,Nukutavake,
NUL,NUL,Nulato,
NUN,NUN,Pensacola,
NUP,NUP,Nunapitchuk,
NUQ,NUQ,Mountain View,
NUR,NUR,Nullarbor,
NUS,NUS,Norsup,
NUT,NUT,Nutuve,
NUU,NUU,Nakuru,
NUW,NUW,Oak Harbor,
NVA,NVA,Neiva,
NVD,NVD,Nevada,
NVG,NVG,Nueva Guinea,
NUE,NUE,Нюрнберг,
NVK,NVK,Narvik,
NVP,NVP,Aripuana,
NVR,NVR,Novgorod,
NVS,NVS,Nevers,
NVT,NVT,Navegantes,
NVY,NVY,Neyveli,
NWA,NWA,Moheli,
NWH,NWH,Newport,
NWI,NWI,Norwich,
NWP,NWP,Argentia,
NWS,NWS,New York,
NWT,NWT,Nowata,
NWU,NWU,Bermuda,
NXX,NXX,Willow Grove,
NYE,NYE,Nyeri,
NYG,NYG,Quantico,
NYI,NYI,Sunyani,
NYK,NYK,Nanyuki,
NYN,NYN,Nyngan,
NYO,NYO,Stockholm,
NYU,NYU,Nyaung-u,
NZA,NZA,Nzagi,
NZE,NZE,Nzerekore,
NZH,NZH,Manzhouli,
NZO,NZO,Nzoia,
NZW,NZW,South Weymouth,
NZY,NZY,San Diego,
OAG,OAG,Orange,
OAJ,OAJ,Jacksonville,
OAK,OAK,Oakland,
OAL,OAL,Cacoal,
OAM,OAM,Oamaru,
OAN,OAN,Olanchito,
OAR,OAR,"Marina, CA",
OAX,OAX,Oaxaca,
OBA,OBA,Oban,
OBC,OBC,Obock,
OBD,OBD,Obano,
OBE,OBE,Okeechobee,
OBF,OBF,Oberpfaffenhofen,
OBI,OBI,Obidos,
OBL,OBL,Zoersel,
OBM,OBM,Morobe,
OBN,OBN,Oban,
OBO,OBO,Obihiro,
OBS,OBS,Aubenas,
OBT,OBT,Oakland,
OBU,OBU,Kobuk,
OBX,OBX,Obo,
OBY,OBY,Ittoqqortoormiit,
OCA,OCA,Ocean Reef,
OCC,OCC,Coca,
OCE,OCE,Ocean City,
OCF,OCF,Ocala,
OCH,OCH,"Nacogdoches, TX",
OCI,OCI,Oceanic,
OCJ,OCJ,Ocho Rios,
OCN,OCN,Oceanside,
OCV,OCV,Ocana,
OCW,OCW,Washington,
ODA,ODA,Ouadda,
ODB,ODB,Cordoba,
ODD,ODD,Oodnadatta,
ODE,ODE,Odense,
ODH,ODH,Odiham,
ODJ,ODJ,Ouanda Djalle,
ODL,ODL,Cordillo Downs,
ODN,ODN,Long Seridan,
ODR,ODR,Ord River,
ODS,ODS,Odessa,
ODW,ODW,Oak Harbor,
ODY,ODY,Oudomxay,
OEA,OEA,Vincennes,
OEC,OEC,Ocussi,
OEL,OEL,Orel,
OEM,OEM,Paloemeu,
OEO,OEO,Osceola,
OER,OER,Ornskoldsvik,
OES,OES,San Antonio Oeste,
OFI,OFI,Ouango Fitini,
OFJ,OFJ,Olafsfjordur,
OFK,OFK,Norfolk,
OFU,OFU,Ofu,
OGA,OGA,Ogallala,
OGB,OGB,Orangeburg,
OGD,OGD,Ogden,
OGE,OGE,Ogeranang,
OGG,OGG,Maui,
OGL,OGL,Ogle,
OGN,OGN,Yonaguni Jima,
OGO,OGO,Abengourou,
OGR,OGR,Bongor,
OGS,OGS,Ogdensburg,
OGV,OGV,Ongava Game Reserve,
OGX,OGX,Ouargla,
OHA,OHA,Ohakea,
OHC,OHC,Northeast Cape,
OHD,OHD,Ohrid,
OHI,OHI,Oshakati,
OHP,OHP,Oban,
OHR,OHR,Wyk Auf Foehr,
OHT,OHT,Kohat,
OIA,OIA,Ourilandia,
OIC,OIC,Norwich,
OIL,OIL,"Oil City, PA",
OIM,OIM,Oshima,
OIR,OIR,Okushiri,
OIT,OIT,Oita,
OJC,OJC,Kansas City,
OKA,OKA,Okinawa,
OKB,OKB,Orchid Beach,
OKC,OKC,Oklahoma City,
OKD,OKD,Sapporo,
OKE,OKE,Okino Erabu,
OKF,OKF,Okaukuejo,
OKG,OKG,Okoyo,
OKH,OKH,Oakham,
OKI,OKI,Oki Island,
OKJ,OKJ,Okayama,
OKK,OKK,Kokomo,
OKL,OKL,Oksibil,
OKM,OKM,Okmulgee,
OKN,OKN,Okondja,
OKO,OKO,Tokyo,
OKP,OKP,Oksapmin,
OKQ,OKQ,Okaba,
OKR,OKR,Yorke Island,
OKS,OKS,Oshkosh,
OKT,OKT,Oktiabrskij,
OKU,OKU,Mokuti Lodge,
OKV,OKV,Okao,
OKY,OKY,Oakey,
OLA,OLA,Orland,
OLB,OLB,Olbia,
OLD,OLD,Old Town,
OLE,OLE,Olean,
OLF,OLF,Wolf Point,
OLH,OLH,Old Harbor,
OLI,OLI,Olafsvik,
OLJ,OLJ,Olpoi,
OLK,OLK,Fuerte Olimpo,
OLM,OLM,Olympia,
OLN,OLN,Colonia Sarmiento,
OLO,OLO,Olomouc,
OLP,OLP,Olympic Dam,
OLQ,OLQ,Olsobip,
OLS,OLS,Nogales,
OLU,OLU,"Columbus, NE",
OLV,OLV,Olive Branch,
OLY,OLY,Olney,
OMA,OMA,Omaha,
OMB,OMB,Omboue,
OMC,OMC,Ormoc,
OMD,OMD,Oranjemund,
OME,OME,Nome,
OMF,OMF,Mafraq,
OMG,OMG,Omega,
OMH,OMH,Urmieh,
OMI,OMI,Omidieh,
OMJ,OMJ,Omura,
OMK,OMK,Omak,
OML,OML,Omkalai,
OMM,OMM,Marmul,
OMN,OMN,Osmanabad,
OMO,OMO,Mostar,
OMR,OMR,Oradea,
OMY,OMY,Oddor Meanche,
ONA,ONA,Winona,
ONB,ONB,Ononge,
OND,OND,Ondangwa,
ONE,ONE,Onepusu,
ONG,ONG,Mornington,
ONH,ONH,Oneonta,
ONI,ONI,Moanamani,
ONJ,ONJ,Odate Noshiro,
ONL,ONL,Oneill,
ONM,ONM,Socorro,
ONN,ONN,Onion Bay,
ONO,ONO,Ontario,
ONP,ONP,Newport,
ONQ,ONQ,Zonguldak,
ONR,ONR,Monkira,
ONS,ONS,Onslow,
ONT,ONT,Ontario,
ONU,ONU,Ono I Lau,
ONX,ONX,Colon,
ONY,ONY,Olney,
OOA,OOA,Oskaloosa,
OOK,OOK,Toksook Bay,
OOL,OOL,Coolangatta/Gold Coast,
OOM,OOM,Cooma,
OOR,OOR,Mooraberree,
OOT,OOT,Onotoa,
OPA,OPA,Kopasker,
OPB,OPB,Open Bay,
OPF,OPF,Miami,
OPI,OPI,Oenpelli,
OPL,OPL,Opelousas,
OPO,OPO,Porto,
OPS,OPS,Sinop,
OPU,OPU,Balimo,
OPW,OPW,Opuwa,
ORA,ORA,Oran,
ORB,ORB,Orebro,
ORC,ORC,Orocue,
ORD,ORD,"Chicago, Il",
ORE,ORE,Orleans,
ORF,ORF,Norfolk,
ORG,ORG,Paramaribo,
ORH,ORH,Worcester,
ORI,ORI,Port Lions,
ORJ,ORJ,Orinduik,
ORK,ORK,Cork,
ORL,ORL,Orlando,
ORM,ORM,Northampton,
ORN,ORN,Oran,
ORO,ORO,Yoro,
ORP,ORP,Orapa,
ORQ,ORQ,Norwalk,
ORR,ORR,Yorketown,
ORS,ORS,Orpheus Island Resort,
ORT,ORT,Northway,
ORU,ORU,Oruro,
ORV,ORV,Noorvik,
ORW,ORW,Ormara,
ORX,ORX,Oriximina,
ORY,ORY,Paris,
ORZ,ORZ,Orange Walk,
OSB,OSB,Osage Beach,
OSC,OSC,Oscoda,
OSD,OSD,Ostersund,
OSE,OSE,Omora,
OSG,OSG,Ossima,
OSH,OSH,Oshkosh,
OSI,OSI,Osijek,
OSK,OSK,Oskarshamn,
OSL,OSL,Oslo,
OSM,OSM,Mosul,
OSN,OSN,Osan,
OSP,OSP,Slupsk,
OSR,OSR,Ostrava,
OST,OST,Ostend,
OSU,OSU,Columbus,
OSX,OSX,Kosciusko,
OSY,OSY,Namsos,
OSZ,OSZ,Koszalin,
OTA,OTA,Mota,
OTC,OTC,Bol,
OTD,OTD,Contadora,
OTG,OTG,Worthington,
OTH,OTH,North Bend,
OTI,OTI,"Pitu, Morotai Island",
OTJ,OTJ,Otjiwarongo,
OTL,OTL,Boutilimit,
OTM,OTM,Ottumwa,
OTN,OTN,Oaktown,
OTO,OTO,Otto,
OTP,OTP,Bucharest,
OTR,OTR,Coto 47,
OTS,OTS,Anacortes,
OTU,OTU,Otu,
OTV,OTV,Ontong Java,
OTY,OTY,Oria,
OTZ,OTZ,Kotzebue,
OUA,OUA,Ouagadougou,
OUD,OUD,Oujda,
OUE,OUE,Ouesso,
OUG,OUG,Ouahigouya,
OUH,OUH,Oudtshoorn,
OUI,OUI,Ban Houei,
OUK,OUK,Outer Skerries,
OUL,OUL,Oulu,
OUM,OUM,Oum Hadjer,
OUN,OUN,Norman,
OUR,OUR,Batouri,
OUS,OUS,Ourinhos,
OUT,OUT,Bousso,
OUU,OUU,Ouanga,
OUZ,OUZ,Zouerate,
OVA,OVA,Bekily,
OVD,OVD,Oviedo/Aviles,
OVE,OVE,Oroville,
OVG,OVG,Overberg,
OVL,OVL,Ovalle,
OVR,OVR,Olavarria,
OWA,OWA,Owatonna,
OWB,OWB,Owensboro,
OWD,OWD,Norwood,
OWE,OWE,Owendo,
OWK,OWK,Norridgewock,
OXB,OXB,Bissau,
OXC,OXC,"Oxford, CT",
OXD,OXD,Oxford,
OXF,OXF,Oxford,
OXO,OXO,Orientos,
OXR,OXR,Ventura,
OXY,OXY,Morney,
OYA,OYA,Goya,
OYE,OYE,Oyem,
OYG,OYG,Moyo,
OYK,OYK,Oiapoque,
OYL,OYL,Moyale,
OYN,OYN,Ouyen,
OYO,OYO,Tres Arroyos,
OYP,OYP,St Georges de lOyapock,
OYS,OYS,Yosemite Ntl Park,
OZA,OZA,Ozona,
OZC,OZC,Ozamis City,
OZH,OZH,Zaporozhye,
OZI,OZI,Bobadilla,
OZP,OZP,Moron,
OZR,OZR,Ozark,
OZU,OZU,Montilla,
OZZ,OZZ,Ouarzazate,
PAA,PAA,Pa-an,
PAB,PAB,Bilaspur,
PAC,PAC,Panama City,
PAD,PAD,Paderborn,
PAE,PAE,Everett,
PAF,PAF,Pakuba,
PAG,PAG,Pagadian,
PAH,PAH,"Paducah, KY",
PAI,PAI,Pailin,
PAJ,PAJ,Para Chinar,
PAK,PAK,Hanapepe,
PAL,PAL,Palanquero,
PAM,PAM,Panama City,
PAN,PAN,Pattani,
PAO,PAO,Palo Alto,
PAP,PAP,Port Au Prince,
PAQ,PAQ,Palmer,
PAS,PAS,Paros,
PAT,PAT,Patna,
PAU,PAU,Pauk,
PAV,PAV,Paulo Afonso,
PAW,PAW,Pambwa,
PAX,PAX,Port De Paix,
PAY,PAY,Pamol,
PAZ,PAZ,Poza Rica,
PBA,PBA,Barrow,
PBB,PBB,Paranaiba,
PBC,PBC,Puebla Atlixco,
PBD,PBD,Porbandar,
PBE,PBE,Puerto Berrio,
PBF,PBF,Pine Bluff,
PBG,PBG,Plattsburgh,
PBH,PBH,Paro,
PBI,PBI,West Palm Beach,
PBJ,PBJ,Paama,
PBK,PBK,Pack Creek,
PBL,PBL,Puerto Cabello,
PBM,PBM,Paramaribo,
PBN,PBN,Porto Amboim,
PBO,PBO,Paraburdoo,
PBP,PBP,Punta Islita,
PBQ,PBQ,Pimenta Bueno,
PBR,PBR,Puerto Barrios,
PBS,PBS,Patong Beach,
PBT,PBT,Puerto Leda,
PBU,PBU,Putao,
PBV,PBV,Porto Dos Gauchos,
PBW,PBW,Palibelo,
PBX,PBX,Porto Alegre Do Norte,
PBY,PBY,Peppers Palm Bay,
PBZ,PBZ,Plettenberg Bay,
PCA,PCA,Portage Creek,
PCB,PCB,Jakarta,
PCC,PCC,Puerto Rico,
PCD,PCD,Prairie Du Chien,
PCE,PCE,Painter Creek,
PCG,PCG,Paso Caballos,
PCH,PCH,Palacios,
PCJ,PCJ,Puerto La Victoria,
PCK,PCK,Porcupine Creek,
PCL,PCL,Pucallpa,
PCM,PCM,Playa Del Carmen,
PCN,PCN,Picton,
PCO,PCO,Punta Colorada,
PCP,PCP,Principe,
PCQ,PCQ,Phongsaly,
PCR,PCR,Puerto Carreno,
PCS,PCS,Picos,
PCT,PCT,Princeton,
PCU,PCU,Picayune,
PCV,PCV,Punta Chivato,
PDA,PDA,Puerto Inirida,
PDB,PDB,Pedro Bay,
PDC,PDC,Mueo,
PDD,PDD,Ponta de Ouro,
PDE,PDE,Pandie Pandie,
PDF,PDF,Prado,
PDG,PDG,Padang,
PDI,PDI,Pindiu,
PDK,PDK,"Atlanta, GA",
PDL,PDL,Ponta Delgada,
PDN,PDN,Parndana,
PDO,PDO,Pendopo,
PDP,PDP,Maldonado,
PDR,PDR,Presidente Dutra,
PDS,PDS,Piedras Negras,
PDT,PDT,Pendleton,
PDU,PDU,Paysandu,
PDV,PDV,Plovdiv,
PDX,PDX,"Portland, Or",
PDZ,PDZ,Pedernales,
PEA,PEA,Penneshaw,
PEB,PEB,Pebane,
PEC,PEC,Pelican,
PED,PED,Pardubice,
PEF,PEF,Peenemuende,
PEG,PEG,Perugia,
PEH,PEH,Pehuajo,
PEI,PEI,Pereira,
PEJ,PEJ,Peschiei,
PEK,PEK,Пекин,
PEL,PEL,Pelaneng,
PEM,PEM,Puerto Maldonado,
PEN,PEN,Penang,
PEP,PEP,Peppimenarti,
PEQ,PEQ,Pecos City,
PER,PER,Perth,
PET,PET,Pelotas,
PEU,PEU,Puerto Lempira,
PEW,PEW,Peshawar,
PEY,PEY,Penong,
PFA,PFA,Paf Warren,
PFB,PFB,Passo Fundo,
PFC,PFC,"Pacific City, OH",
PFD,PFD,Port Frederick,
PFJ,PFJ,Patreksfjordur,
PFN,PFN,Panama City,
PFO,PFO,Paphos,
PFQ,PFQ,Parsabad,
PFR,PFR,Ilebo,
PGA,PGA,Page,
PGB,PGB,Pangoa,
PGC,PGC,Petersburg,
PGD,PGD,Punta Gorda,
PGE,PGE,Yegepa,
PGF,PGF,Perpignan,
PGG,PGG,Sao Paulo,
PGH,PGH,Pantnagar,
PGI,PGI,Chitato,
PGK,PGK,Pangkalpinang,
PGL,PGL,Pascagoula,
PGM,PGM,Port Graham,
PGN,PGN,Pangia,
PGO,PGO,Pagosa Springs,
PGP,PGP,Porto Alegre,
PGR,PGR,Paragould,
PGS,PGS,Peach Springs,
PGV,PGV,Greenville,
PGX,PGX,Perigueux,
PHA,PHA,Phan Rang,
PHB,PHB,Parnaiba,
PHC,PHC,Port Harcourt,
PHD,PHD,New Philadelphia,
PHE,PHE,Port Hedland,
PHF,PHF,Newport News,
PHG,PHG,Port Harcourt,
PHH,PHH,Phan Thiet,
PHI,PHI,Pinheiro,
PHJ,PHJ,Port Hunter,
PHK,PHK,Pahokee,
PHL,PHL,Philadelphia,
PHM,PHM,Boeblingen,
PHN,PHN,Port Huron,
PHO,PHO,Point Hope,
PHP,PHP,Philip,
PHR,PHR,Pacific Harbor,
PHS,PHS,Phitsanulok,
PHT,PHT,Paris,
PHU,PHU,Phu Vinh,
PHW,PHW,Phalaborwa,
PHX,PHX,Phoenix,
PHY,PHY,Phetchabun,
PHZ,PHZ,Phi Phi Island,
PIA,PIA,"Peoria, IL",
PIB,PIB,"Hattiesburg/Laurel, MS",
PIC,PIC,Pine Cay,
PID,PID,Nassau,
PIE,PIE,Clearwater,
PIF,PIF,Pingtung,
PIG,PIG,Pitinga,
PIH,PIH,Pocatello,
PII,PII,Fairbanks,
PIK,PIK,"Prestwick, South Ayrshire",
PIL,PIL,Pilar,
PIM,PIM,Pine Mountain,
PIN,PIN,Parintins,
PIO,PIO,Pisco,
PIP,PIP,Pilot Point,
PIQ,PIQ,Pipillipai,
PIR,PIR,Pierre,
PIS,PIS,Poitiers,
PIU,PIU,Piura,
PIV,PIV,Pirapora,
PIW,PIW,Pikwitonei,
PIX,PIX,Pico Island,
PIZ,PIZ,Point Lay,
PJA,PJA,Pajala,
PJB,PJB,Payson,
PJC,PJC,Pedro Juan Caballero,
PJG,PJG,Panjgur,
PJM,PJM,Puerto Jimenez,
PJS,PJS,Port San Juan,
PJZ,PJZ,Puerto Juarez,
PKA,PKA,Napaskiak,
PKB,PKB,Parkersburg,
PKD,PKD,Park Rapids,
PKE,PKE,Parkes,
PKF,PKF,Park Falls,
PKG,PKG,Pangkor,
PKH,PKH,Porto Kheli,
PKJ,PKJ,Playa Grande,
PKK,PKK,Pakokku,
PKL,PKL,Pakatoa Island,
PKM,PKM,Port Kaituma,
PKN,PKN,Pangkalanbuun,
PKO,PKO,Parakou,
PKP,PKP,Puka Puka,
PKR,PKR,Pokhara,
PKS,PKS,Paksane,
PKT,PKT,Port Keats,
PKU,PKU,Pekanbaru,
PKW,PKW,Selebi-Phikwe,
PKY,PKY,Palangkaraya,
PKZ,PKZ,Pakse,
PLA,PLA,Planadas,
PLB,PLB,Plattsburgh,
PLC,PLC,Planeta Rica,
PLD,PLD,Playa Samara,
PLE,PLE,Paiela,
PLF,PLF,Pala,
PLG,PLG,La Plagne,
PLH,PLH,Plymouth,
PLI,PLI,Palm Island,
PLJ,PLJ,Placencia,
PLK,PLK,Branson/point Lookout,
PLL,PLL,Ponta Pelada,
PLM,PLM,Palembang,
PLN,PLN,Pellston,
PLO,PLO,Port Lincoln,
PLP,PLP,La Palma,
PLR,PLR,Pell City,
PLS,PLS,Providenciales,
PLT,PLT,Plato,
PLU,PLU,Belo Horizonte,
PLV,PLV,Poltava,
PLW,PLW,Palu,
PLY,PLY,Plymouth,
PLZ,PLZ,Port Elizabeth,
PMA,PMA,Pemba,
PMB,PMB,Pembina,
PMC,PMC,Puerto Montt,
PMD,PMD,"Palmdale, Ca",
PME,PME,Portsmouth,
PMF,PMF,Parma,
PMG,PMG,Ponta Pora,
PMH,PMH,"Portsmouth, OH",
PMI,PMI,Palma Mallorca,
PMK,PMK,Palm Island,
PML,PML,Port Moller,
PMM,PMM,Phanom Sarakham,
PMN,PMN,Pumani,
PMO,PMO,Palermo,
PMP,PMP,Pimaga,
PMQ,PMQ,Perito Moreno,
PMR,PMR,Palmerston North,
PMS,PMS,Palmyra,
PMT,PMT,Paramakotoi,
PMU,PMU,Paimiut,
PMV,PMV,Porlamar,
PMW,PMW,Palmas,
PMX,PMX,Palmer,
PMY,PMY,Puerto Madryn,
PMZ,PMZ,Palmar,
PNA,PNA,Pamplona,
PNB,PNB,Porto Nacional,
PNC,PNC,Ponca City,
PND,PND,Punta Gorda,
PNE,PNE,Philadelphia,
PNG,PNG,Paranagua,
PNH,PNH,Phnom Penh,
PNI,PNI,Pohnpei,
PNJ,PNJ,Peng Lai,
PNK,PNK,Pontianak,
PNL,PNL,Pantelleria,
PNN,PNN,Princeton,
PNO,PNO,Pinotepa Nacional,
PNP,PNP,Popondetta,
PNQ,PNQ,Pune,
PNR,PNR,Pointe Noire,
PNS,PNS,Pensacola,
PNT,PNT,Puerto Natales,
PNU,PNU,Panguitch,
PNV,PNV,Panevezys,
PNX,PNX,Sherman-Denison,
PNY,PNY,Pondicherry,
PNZ,PNZ,Petrolina,
POA,POA,Porto Alegre,
POB,POB,"Fayetteville, NC",
POC,POC,La Verne,
POD,POD,Podor,
POE,POE,Fort Polk,
POF,POF,Poplar Bluff,
POG,POG,Port Gentil,
POH,POH,Pocahontas,
POI,POI,Potosi,
POJ,POJ,Patos De Minas,
POL,POL,Pemba,
POM,POM,Port Moresby,
PON,PON,Poptun,
POO,POO,Pocos De Caldas,
POP,POP,Puerto Plata,
POQ,POQ,Polk Inlet,
POR,POR,Pori,
POS,POS,Port Of Spain,
POT,POT,Port Antonio,
POU,POU,Poughkeepsie,
POV,POV,Presov,
POW,POW,Portoroz,
POX,POX,Paris,
POY,POY,Powell,
POZ,POZ,Poznan,
PPA,PPA,Pampa,
PPB,PPB,Presidente Prudente,
PPC,PPC,Prospect Creek,
PPD,PPD,Humacao,
PPE,PPE,Puerto Penasco,
PPF,PPF,Parsons,
PPG,PPG,Pago Pago,
PPH,PPH,Peraitepuy,
PPI,PPI,Port Pirie,
PPJ,PPJ,Pulau Panjang,
PPL,PPL,Phaplu,
PPM,PPM,Pompano Beach,
PPN,PPN,Popayan,
PPO,PPO,Powell Point,
PPP,PPP,Proserpine,
PPQ,PPQ,Paraparaumu,
PPR,PPR,Pasir Pangarayan,
PPS,PPS,Puerto Princesa,
PPT,PPT,Papeete,
PPU,PPU,Papun,
PPV,PPV,Port Protection,
PPW,PPW,Papa Westray,
PPX,PPX,Param,
PPY,PPY,Pouso Alegre,
PPZ,PPZ,Puerto Paez,
PQC,PQC,Phu Quoc,
PQI,PQI,Presque Isle,
PQM,PQM,Palenque,
PQQ,PQQ,Port Macquarie,
PQS,PQS,Pilot Station,
PQT,PQT,Qeqertaq,
PRA,PRA,Parana,
PRB,PRB,Paso Robles,
PRC,PRC,Prescott,
PRD,PRD,Pardoo,
PRE,PRE,Pore,
PRF,PRF,Port Johnson,
PRG,PRG,Prague,
PRH,PRH,Phrae,
PRI,PRI,Praslin Island,
PRJ,PRJ,Capri,
PRK,PRK,Prieska,
PRL,PRL,Port Oceanic,
PRM,PRM,Portimao,
